population	sample_id	CD7	CD19	pMET	pPLCg2	CD4	IgD	CD20	CD34	CD25	STAT5	CD123	Akt	STAT1	CD45	CD27	p-p38	CD24	pStat3	CD11c	CD14	CD33	Ikba	pCREB	CD16	tMET	CD8a	CD45RA	CD3	pERK	CD38	HLA-DR	pS6	CD127
T.CD8 cells	E05_D0_UN	2.360303855	0.042617583	1.982361053	0.504383095	0.188248417	0.116735537	0.17629844	0.55890621	0.293960936	0.443625972	0.038778312	1.581916337	1.143480748	5.88205499	3.306939017	0.7452996	0.081647927	0.22082096	0.201369336	0.10387976	0.064927694	2.338022658	3.527181339	0.345367724	1.925001468	4.521973713	2.8038457	5.897999496	0.304410949	2.331636432	0.880855565	0.453193276	0.636741305
T.DN cells	E05_D0_UN	1.687108544	0.035947969	1.860291138	0.419712127	0.0848936	0.128928979	0.130925137	0.552898692	0.17860963	0.351239681	0.05086527	1.335325803	0.751028712	5.763049748	1.462419227	0.842016919	0.066040321	0.147245394	0.542136811	0.108890013	0.057015092	1.546552346	3.073966036	0.382156454	1.798091308	0.658985042	0.917367841	6.068842501	0.341490629	3.488943416	2.129179905	0.669197688	0.700294816
Unknown	E05_D0_UN	0.09657205	0.064337126	1.0348612	0.194126343	0.08471476	0.060406502	0.014983354	0.210107682	0.093099677	0.08423812	0.052263666	0.294067063	0.071830212	1.658095175	0.127979475	0.506270158	0.049123326	0.156168987	0.37252709	0.102988668	0.191692759	0.17135972	1.659663321	0.0386536	0.39590387	0.07113919	0.455421221	0.587578261	0.077446514	1.030403676	0.413857057	0.17045097	0.185557373
B cells	E05_D0_perv	0.556948597	4.81053076	2.847041472	2.381957443	0.555057555	1.625849575	5.273045263	1.694992037	0.449511099	0.904727235	0.223524401	1.993608328	0.947846333	5.874073902	1.4029721	1.984745674	0.23622833	0.686802681	3.513641084	0.487492641	0.201455559	0.995813579	4.125737549	0.12798265	2.286394489	0.148650377	4.689641786	0.879171332	0.843439306	2.400264101	5.52192224	4.135920015	0.312810387
Granulocytes	E05_D0_perv	0.136914985	0.100822263	1.562637056	0.56215554	0.125695793	0.188006812	0.115390523	0.620066529	0.262273572	0.336920151	0.656350849	0.575913467	0.134984603	4.649935316	0.28266114	0.682824244	2.894304526	1.5015003	2.01395534	0.384209144	1.657726369	0.194505916	1.171972848	0.136997915	0.628686939	0.223286312	0.375312166	0.576569426	0.391939222	2.283120692	0.798475847	0.286875508	0.44367961
HPSC	E05_D0_perv	0.456055456	0.111284468	2.359068446	1.08557939	0.332040414	0.301152302	0.069283281	4.113314036	0.62620669	0.909782226	1.000646259	1.712657833	1.099244836	4.618490238	0.176642901	3.513718329	0.279193132	0.621026655	1.282670738	0.198532236	2.056605899	2.26326686	4.783402693	0.184209568	1.638853973	0.155790007	0.519395092	0.464147569	0.472731904	4.507378451	4.426691339	2.188809619	0.205461779
Monocytes	E05_D0_perv	0.439959697	0.258208491	3.189228541	3.280368224	1.374422608	0.460043423	0.089289366	0.701476568	0.162082408	2.093334625	0.797702467	1.660494355	2.17271189	5.784655151	0.486404169	3.766947806	0.348936138	1.133762639	4.270026335	3.22660491	3.812408691	2.212201761	4.465411218	0.219979288	1.899826043	0.145911011	0.372869959	0.963727185	0.880641961	4.504960097	4.056898521	1.52686368	0.215888406
NK cells	E05_D0_perv	3.468689585	0.058129151	2.170638113	1.147820293	0.140479165	0.152284968	0.083585803	0.633616809	0.158306015	0.57928466	0.060715587	1.423086535	0.653709319	5.731358482	0.262816655	1.498338202	0.174927766	0.149358592	2.444189457	0.155106716	0.069170385	1.999971234	2.752478469	1.505964012	1.430562035	0.909402597	3.49523642	0.481550024	0.333801272	5.288084516	1.044826571	0.368242574	0.119124666
None	E05_D0_perv	0.500019938	1.340277398	2.295881345	1.830157179	0.47379598	0.330455272	0.154810347	0.948124355	0.403886695	1.426235521	1.350064027	1.839534428	1.216521935	5.047043797	3.018039526	2.091616518	0.128623149	0.491347983	0.852900052	0.297331357	0.475878172	1.361727476	3.867762824	0.15679823	2.108856667	0.245900462	4.066791066	1.062624712	1.189917441	5.814121757	4.169351216	1.184586854	0.560310349
T.CD4 cells	E05_D0_perv	2.296790131	0.141526991	2.333014996	2.687060301	3.345575568	0.500307319	0.070695073	0.478943335	0.72447572	1.43095925	0.054161828	1.938321314	2.221335117	5.66625029	3.570877722	2.122646714	0.124396103	0.906796852	0.123243817	0.335303095	0.063305996	2.378330762	3.324136823	0.280720509	1.789094672	0.440639523	2.225223238	5.990100616	1.267354424	1.598104125	0.31045474	0.651608796	0.511375523
T.CD8 cells	E05_D0_perv	2.305412091	0.181267301	2.50485031	3.07207365	0.703551224	0.283579995	0.1418364	0.556937371	0.233913682	1.739653643	0.049689355	1.87711631	2.114998132	5.878710947	3.238759904	2.41577465	0.133381581	0.443818144	0.200043168	0.460252666	0.057187351	2.05053809	3.596993295	0.300677182	1.885798763	4.47732882	2.75149642	5.816043569	1.366415454	2.292449689	0.855433583	1.090054783	0.55900073
T.DN cells	E05_D0_perv	1.533361925	0.070459802	1.997145007	1.460261346	0.247786532	0.17916589	0.111558793	0.517757899	0.176147728	0.810518161	0.040516952	1.353067792	1.12379133	5.533527177	1.305510583	1.563328556	0.094354586	0.221257976	0.472967163	0.234428936	0.056015284	1.377893667	2.66055749	0.341227951	1.780622383	0.605403541	0.860038794	5.931124733	0.690561336	3.341118781	1.981731593	0.634543617	0.592716616
Unknown	E05_D0_perv	0.102092655	0.058855613	1.062097317	0.380514443	0.088533586	0.056179981	0.01890115	0.200456442	0.085404546	0.151837261	0.060933689	0.251101317	0.094142387	1.561864344	0.122031559	0.703032555	0.056118796	0.153838859	0.352652105	0.132751408	0.196696521	0.157490471	1.465050856	0.039595759	0.377800869	0.074731759	0.407744883	0.53509428	0.138385948	0.987729404	0.368575183	0.171296742	0.151648353
B cells	E05_D1_UN	0.639618305	5.250969184	2.957408808	1.485280882	0.245790968	1.753447045	5.676694998	2.091645171	0.652984211	0.666917491	0.332405459	2.279956675	0.896762805	6.067814789	1.296644117	0.983727476	0.234624411	0.784096787	4.137694994	0.41275916	0.372646179	1.298151694	5.035123962	0.145875677	1.99638678	0.159687164	4.768056282	0.778561033	0.455059036	2.624025607	5.993068932	4.405297363	0.395489243
Granulocytes	E05_D1_UN	0.572023524	0.399334742	1.440176884	0.344948138	0.239993213	0.440216249	0.265084087	0.907116207	0.479030005	0.319744926	0.704824794	0.642023732	0.209853987	4.468648264	0.329701256	0.943055463	3.001724023	1.604866163	1.78470913	0.745194927	1.712421742	0.305297427	1.535792088	0.562738117	0.664357679	0.557494162	0.42242271	0.747363242	0.271004784	2.656439839	1.039349969	0.598413893	1.27818666
HPSC	E05_D1_UN	0.42113769	0.164330861	2.620895633	0.64800108	0.43823257	0.555099954	0.110713088	4.472178298	0.849693068	0.800608945	1.091025844	1.507957233	0.731220551	4.725459108	0.134065577	1.696601798	0.117258159	1.066325001	1.586742957	0.289257314	2.447150979	2.589319044	4.901485813	0.225159434	1.872474291	0.130195746	0.500442456	0.562649462	0.274075316	4.393400136	4.810616696	1.224866787	0.286566556
Monocytes	E05_D1_UN	0.342674672	0.104764375	3.184801763	1.0713687	1.198496921	0.515086248	0.134217566	0.951599619	0.222122416	1.236974941	1.058803389	2.093403778	2.096453083	5.982357993	0.379735795	2.471881649	0.235881305	0.560427194	4.664330679	3.953762317	4.39959185	2.697558872	5.10167233	0.355354891	2.238216986	0.17198603	0.340129837	0.919518891	0.356768766	4.742469022	4.684786481	1.112153582	0.336845348
NK cells	E05_D1_UN	3.65125211	0.057821691	2.229817819	0.941355122	0.13107799	0.212223834	0.114252404	0.778491121	0.217745494	0.585317601	0.079000795	1.778586406	0.844068985	6.005271534	0.27476674	0.855782178	0.175170585	0.142291832	2.664050314	0.152380981	0.085839498	2.276297278	4.420507277	2.735423792	1.385846435	1.381299284	3.683701651	0.496007504	0.207375998	5.68787059	1.289153266	0.524268613	0.144884802
None	E05_D1_UN	0.596463496	1.76160239	2.390796334	0.618611892	0.306607396	0.375733223	0.216672719	1.030670466	0.435062363	1.117800203	1.409587873	2.043025278	1.170866734	5.165686207	3.48550018	1.66382421	0.118857954	0.59027176	0.81576974	0.2288541	0.484754604	1.630905276	4.396159776	0.17428172	2.274889734	0.308575804	4.457526499	1.021111356	1.051889599	6.148922857	4.482117874	1.772476779	0.604019159
T.CD4 cells	E05_D1_UN	2.623086354	0.065148081	2.082225681	0.792334498	3.642010355	0.563155616	0.119947878	0.624876914	1.068952002	0.552351791	0.053721599	1.676386982	1.342612028	5.92830028	3.937161024	0.552016522	0.098725748	0.776876552	0.124089633	0.110811773	0.095509349	3.301370786	4.067651291	0.401042618	2.014277072	0.597456504	2.235737977	6.264473866	0.370449541	1.833618825	0.387390117	0.185409002	0.598426224
T.CD8 cells	E05_D1_UN	2.630940241	0.046902907	2.13637077	0.726645268	0.189470782	0.157160525	0.265824743	0.71589872	0.350769356	0.589679664	0.043332064	1.840521382	1.369480175	6.138080486	3.576573021	0.651085182	0.097509784	0.267382683	0.214731861	0.126171195	0.079843001	3.001826792	4.420874471	0.445548735	2.108405389	4.966325628	2.687361277	6.107218624	0.359276285	2.667304714	1.150108675	0.419043487	0.683053007
T.DN cells	E05_D1_UN	1.867682034	0.046973051	2.009656991	0.657449922	0.096697752	0.145281139	0.188071653	0.670713684	0.239888967	0.543864466	0.050961905	1.684892887	1.043391606	6.10373318	1.52243334	0.759176441	0.069326884	0.124928533	0.647676235	0.123505075	0.070822447	2.506815926	4.254565984	0.570854122	1.933945978	0.76310585	0.916824204	6.408329063	0.456070153	4.059790082	2.758506759	0.725843853	0.578465975
Unknown	E05_D1_UN	0.056902386	0.029181186	0.892783875	0.293751666	0.063624009	0.100973639	0.01744527	0.176276478	0.045396396	0.133219951	0.049145223	0.43856615	0.07606669	1.567333414	0.08547503	0.417759002	0.036368416	0.163110954	0.330092668	0.135299087	0.242079927	0.191110592	1.104860293	0.041410671	0.466475732	0.068066067	0.221758371	0.432621433	0.057453529	1.121439408	0.36076466	0.103326905	0.150160754
B cells	E05_D1_perv	0.582552551	5.207285912	2.774144094	1.994881065	0.328358047	1.968567666	5.601707434	2.026766825	0.569821847	0.765145295	0.291488	2.200678833	1.025734693	6.067925055	1.182990603	1.939999851	0.254516741	0.725996357	3.935944209	0.3846193	0.241147926	1.310229778	4.29842249	0.136226057	2.243711276	0.146548644	4.811006641	0.681093067	0.707657961	2.554702199	5.771298059	4.392659908	0.328896347
Granulocytes	E05_D1_perv	0.606785124	0.436499034	1.771563786	1.185225473	0.290945447	0.50925787	0.189720679	1.035283203	0.563238228	0.86684057	0.876534976	0.821568733	0.417486499	4.580330322	0.355682428	1.375361906	3.043296082	1.735337714	1.912467788	0.741870898	1.830620293	0.288215113	2.020355239	0.48484716	0.788696651	0.403891	0.354485026	0.71600729	0.718570276	2.527244739	1.1719561	0.781626127	1.324366634
HPSC	E05_D1_perv	0.506177435	0.167879897	2.533542531	1.149261971	0.432204649	0.4630198	0.109483082	4.367081566	0.81739719	1.094214463	1.072232197	1.837457557	1.452049543	4.728201441	0.234865645	3.92536343	0.378616243	1.082893879	1.426873909	0.278021329	2.375336486	2.731396567	5.158587707	0.258184256	1.780745199	0.123279357	0.524223585	0.546896633	0.479602976	4.47661572	4.572560715	1.679465484	0.226063175
Monocytes	E05_D1_perv	0.361445687	0.153894279	3.218018562	2.088413405	1.328416654	0.472516772	0.113757354	0.878153465	0.207630687	1.654387374	0.987468888	1.94599813	2.475298318	5.992262253	0.435177485	3.867378988	0.405221348	0.786854831	4.610093492	3.971309259	4.330327777	2.769998578	4.342329847	0.292180539	2.163619691	0.15293727	0.27899165	0.824972302	0.538514277	4.6977742	3.987578944	0.834697482	0.229409396
NK cells	E05_D1_perv	3.618070558	0.096773695	2.347138252	2.307886126	0.325004931	0.2666496	0.111935268	0.771851376	0.193736898	1.282433216	0.067302736	1.91274623	1.425583977	6.012907835	0.298343319	2.482791688	0.2439048	0.267528871	2.585864286	0.295405167	0.070064162	2.187794039	3.914280261	2.434160277	1.425430353	1.346991772	3.693742423	0.488733602	0.657824844	5.679409726	1.254525883	0.798955168	0.126042257
None	E05_D1_perv	0.667680639	1.687821802	2.693069009	2.909288899	0.647196046	0.444714536	0.188340378	1.059376779	0.380058322	1.954660649	1.34389127	2.46905739	2.182971077	5.163756388	3.373583709	3.041185306	0.194813514	0.934144435	0.753160614	0.457530628	0.416259936	1.484816776	4.541686307	0.186427235	2.276587629	0.301281734	4.376903444	1.043163604	1.635613851	6.122308532	4.355810526	1.872764533	0.562669368
T.CD4 cells	E05_D1_perv	2.567420464	0.255260166	2.881345308	4.196284596	3.657916156	0.754136029	0.094993077	0.655380449	0.904637145	2.353713995	0.080352071	2.404422114	3.248002936	5.945958582	3.895006865	3.124779269	0.179611242	1.463898943	0.141188112	0.549847269	0.075475468	2.923797874	4.450054088	0.337327706	2.012585471	0.459262563	2.149554616	6.177100931	2.031517668	1.836119789	0.38891385	0.96290352	0.513031841
T.CD8 cells	E05_D1_perv	2.544979476	0.288940376	2.919263084	4.364813171	1.011850517	0.444375416	0.186957855	0.71965438	0.257796836	2.591927965	0.071789702	2.310889742	2.945765396	6.128008441	3.496641679	3.220947649	0.184618009	0.728148461	0.222052789	0.670698395	0.061430335	2.314707583	4.572555308	0.384807817	2.0558473	4.901579022	2.544713072	5.974596459	2.107633934	2.710680333	1.089528446	1.43455574	0.568564949
T.DN cells	E05_D1_perv	1.738350059	0.185781875	2.400726296	3.343756526	0.629320149	0.347254148	0.157201322	0.668949206	0.20284019	1.971782198	0.079271029	1.902544826	2.443580583	6.034584244	1.377294045	2.66488152	0.127122609	0.44710637	0.624555909	0.477879666	0.059711646	2.183150553	4.025975884	0.495067177	1.926205703	0.671524958	0.884227175	6.295519149	1.580325077	4.122253843	2.795357927	1.223578115	0.508362595
Unknown	E05_D1_perv	0.057885081	0.030283639	0.903253981	0.287955793	0.064396764	0.061703065	0.017059505	0.170356233	0.051357875	0.167886651	0.049199278	0.353437835	0.102874996	1.559327294	0.10778595	1.415261925	0.075457648	0.185445672	0.342429788	0.136684254	0.233997387	0.164747354	1.005014112	0.034275832	0.41078028	0.062251233	0.229082773	0.439390695	0.06804832	1.053982243	0.3510591	0.121427816	0.111290566
B cells	E05_D3_UN	0.49176034	4.523332149	2.691247841	0.96507256	0.23125918	2.225365329	4.922086679	1.622977465	0.531723983	0.564561023	0.287639686	1.998409207	0.841925187	5.855358231	0.942450031	1.219328418	0.291997623	0.518817534	2.250305293	0.456096105	0.405537549	0.979780265	4.636685595	0.10132986	1.837201749	0.136785323	4.645181759	0.653845871	0.489990304	2.593726464	5.710758373	3.716959129	0.384868227
Granulocytes	E05_D3_UN	0.22083963	0.12235437	1.430556224	0.1601822	0.118858684	0.16768783	0.139798575	0.68164645	0.242585629	0.231015667	0.370504173	0.513231143	0.125993159	4.573798356	0.297744247	0.671269245	3.176018391	1.845461301	1.75416519	0.430222736	1.717369095	0.20571958	0.973227287	0.182776032	0.567828983	0.314394613	0.274775145	0.672637849	0.197869257	2.465245887	0.70895715	0.280690692	0.626019704
HPSC	E05_D3_UN	0.478755456	0.172661032	2.648116004	0.628177133	0.405163199	0.503019991	0.10362357	4.343728525	0.71647892	0.809433032	0.942769507	1.55380588	0.604847725	4.723962313	0.138093833	1.986927711	0.143844464	0.789999458	1.841230902	0.265769434	2.033915404	2.280287047	4.883615284	0.22827186	1.657765216	0.102564323	0.397514001	0.494225019	0.289236293	4.170253105	4.384272815	1.551473967	0.249097448
Monocytes	E05_D3_UN	0.360178167	0.103324127	3.162860324	1.181250194	1.30869647	0.571097945	0.157432375	1.133345366	0.24121609	1.253378439	0.769501766	2.158672917	2.086055548	6.032689777	0.388342674	2.743207158	0.265661654	0.618032942	4.930493049	4.098929535	4.601629712	2.717257571	5.0880885	0.236138326	2.052698331	0.151089239	0.302661671	0.689523328	0.362233661	4.690378162	4.395389673	1.07322308	0.329749415
NK cells	E05_D3_UN	3.696166321	0.068379432	2.342266439	0.817349606	0.138321296	0.215393128	0.12503827	0.831952303	0.222774071	0.528364378	0.061831495	1.673740914	0.758834016	5.867455318	0.281602282	1.030215948	0.200682663	0.139427148	2.893123527	0.167436313	0.077255021	2.102870433	3.495857065	1.928357167	1.331666718	1.14824165	3.733626865	0.537470148	0.193765758	5.3942251	0.914761149	0.421771796	0.155031465
None	E05_D3_UN	0.62138586	1.675154141	2.522961758	0.682079654	0.191386919	0.43890066	0.191056197	1.119608945	0.77318449	0.86692372	1.735052346	1.927701144	1.235890661	5.197873931	3.295297788	1.942123933	0.15362821	0.346813305	1.412785556	0.273753552	0.869613016	1.437687676	4.608828113	0.204792816	2.145794134	0.25668732	3.649325647	0.848301532	1.086833206	5.694077696	3.409427128	1.712961463	0.561083983
T.CD4 cells	E05_D3_UN	2.454723893	0.068685185	2.034811694	0.724424133	3.544829951	0.571774602	0.125729758	0.630291268	0.95221156	0.774372477	0.055599338	1.676377044	1.338666111	5.81631443	3.489989011	0.623832703	0.092051493	0.481658075	0.139676553	0.116044054	0.096632997	2.937074141	3.703031396	0.419282965	1.813944886	0.66414315	2.479220524	6.153550859	0.371201674	1.685603532	0.326436049	0.187756978	0.95749343
T.CD8 cells	E05_D3_UN	2.5564179	0.053602374	2.177255449	0.701432534	0.154738661	0.176738733	0.268726421	0.759626018	0.288285349	0.732595531	0.052018248	1.831298936	1.322224141	6.097878102	3.182173248	0.841040215	0.101122237	0.185340896	0.349313023	0.131920555	0.074199751	2.390746364	4.042400345	0.481414694	1.937738578	4.786035564	2.658978506	6.005342765	0.354745274	2.870843272	1.218512095	0.43234775	0.768521433
T.DN cells	E05_D3_UN	1.88142562	0.048789707	1.992752296	0.59470013	0.094936821	0.182324966	0.174657451	0.714954284	0.248103703	0.557679327	0.051134806	1.669435639	0.919776215	5.954149436	1.20562335	0.937612495	0.073350415	0.134901148	1.109811135	0.137712745	0.062629326	1.741410167	3.611099123	0.576519938	1.83893376	0.823265308	0.914316197	6.34986062	0.480414305	4.056310177	2.595223485	0.630740164	0.499918506
Unknown	E05_D3_UN	0.055879813	0.03965742	1.258822059	0.276948004	0.060708209	0.142057928	0.021209052	0.242532135	0.052691978	0.191043244	0.038076612	0.535572535	0.086636515	1.795062491	0.093464552	0.736116984	0.061201665	0.216562304	0.458507684	0.159088042	0.31670528	0.201446143	1.719771777	0.05737088	0.505984145	0.072049827	0.222366308	0.421593601	0.088202174	1.265896214	0.383224807	0.186514235	0.187280238
B cells	E05_D3_perv	0.445571299	4.355650932	2.460443993	1.393428088	0.255758938	1.996303664	4.731519415	1.584975249	0.498457105	0.5570426	0.19295253	1.822114887	0.730926783	5.736181361	1.019759221	1.692215642	0.29075643	0.472223633	2.172349867	0.30583112	0.221888087	1.030330168	3.880988391	0.085265495	1.933373549	0.115565232	4.545192373	0.590562543	0.726151639	2.325981933	5.475852849	3.547025898	0.368781045
